Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-03 00:00:00-04:00,59.88999938964844,60.20000076293945,59.599998474121094,59.70000076293945,191400,0.0,0.0
2024-09-04 00:00:00-04:00,59.75,60.33000183105469,59.75,60.119998931884766,145500,0.0,0.0
2024-09-05 00:00:00-04:00,60.20000076293945,60.90999984741211,60.20000076293945,60.83000183105469,607800,0.0,0.0
2024-09-06 00:00:00-04:00,60.0099983215332,60.83000183105469,59.650001525878906,59.849998474121094,208100,0.0,0.0
2024-09-09 00:00:00-04:00,60.0,60.63999938964844,59.93000030517578,60.61000061035156,323500,0.0,0.0
2024-09-10 00:00:00-04:00,60.29999923706055,60.939998626708984,59.93000030517578,60.15999984741211,174600,0.0,0.0
2024-09-11 00:00:00-04:00,61.11000061035156,61.9900016784668,61.099998474121094,61.91999816894531,285400,0.0,0.0
2024-09-12 00:00:00-04:00,60.95000076293945,61.220001220703125,60.75,61.18000030517578,196500,0.0,0.0
2024-09-13 00:00:00-04:00,62.0,62.0,61.11000061035156,61.279998779296875,162400,0.0,0.0
2024-09-16 00:00:00-04:00,61.63999938964844,61.779998779296875,61.099998474121094,61.349998474121094,202100,0.0,0.0
2024-09-17 00:00:00-04:00,62.0,62.4900016784668,61.7599983215332,61.95000076293945,172800,0.0,0.0
2024-09-18 00:00:00-04:00,62.5,62.72999954223633,61.79999923706055,62.16999816894531,604800,0.0,0.0
2024-09-19 00:00:00-04:00,62.45000076293945,63.439998626708984,62.45000076293945,63.209999084472656,186800,0.0,0.0
2024-09-20 00:00:00-04:00,62.29999923706055,62.95000076293945,62.29999923706055,62.56999969482422,172900,0.0,0.0
2024-09-23 00:00:00-04:00,61.36000061035156,62.650001525878906,61.36000061035156,62.22999954223633,313800,0.0,0.0
2024-09-24 00:00:00-04:00,63.7599983215332,65.95999908447266,63.75,65.80000305175781,469300,0.0,0.0
2024-09-25 00:00:00-04:00,64.83000183105469,65.69000244140625,64.77999877929688,65.05000305175781,161900,0.0,0.0
2024-09-26 00:00:00-04:00,68.01000213623047,68.7699966430664,67.02999877929688,68.19999694824219,482100,0.0,0.0
2024-09-27 00:00:00-04:00,70.16000366210938,71.25,70.06999969482422,70.83999633789062,649100,0.0,0.0
2024-09-30 00:00:00-04:00,72.3499984741211,72.76000213623047,70.87000274658203,70.95999908447266,565400,0.0,0.0
